SKU;Ürün Adı;Marka;Model;Kategori;Fiyat TL (KDV dahil);İşlev Grubu;Kullanım Yeri;Uygun Olduğu Sistemler;Açıklama
ARPPRCKV25;PPRC KÜRESEL VANA 25mm;Arangül;25mm;Kaplin;132,47;PPRC küresel vana;25 mm PPRC boru hatlarında hattı elle açıp kapatmak için kullanılır.;temiz su tesisatı, makine dairesi, küçük sulama uygulamaları;25 mm PPRC boruya kaynaklanarak bağlanan, daire içi tesisat ve küçük sulama hatlarında kullanılan PPRC gövdeli küresel vanadır.
ARPPRCKV32;PPRC KÜRESEL VANA 32mm;Arangül;32mm;Kaplin;178,55;PPRC küresel vana;32 mm PPRC boru hatlarında hattı elle açıp kapatmak için kullanılır.;temiz su tesisatı, küçük bahçe sulama, makine dairesi;32 mm PPRC boruya kaynaklanarak bağlanan, bina içi temiz su tesisatı veya küçük bahçe sulama hatlarında kullanılan PPRC küresel vanadır.
ARTB1950;TEFLON BANT 19MM - 50 MT;Arangül;19MM - 50 MT;Kaplin;59,21;sızdırmazlık malzemesi (teflon bant);Dişli bağlantılarda sızdırmazlık sağlamak için diş üzerine sarılarak kullanılır.;tüm dişli bağlantı içeren sulama ve tesisat sistemleri;"19 mm genişliğinde, 50 m uzunluğunda teflon banttır; dişli bağlantılarda sarılarak su kaçaklarını önlemek için kullanılır."
ARTKD16;DAMLAMA TERS KİLİT DİRSEK 16X16;Arangül;16X16;Kaplin;9,79;damla ters kilit dirsek;16 mm damla sulama borularında 90° dönüş yapmak için kullanılır.;damla sulama, sera, meyve bahçesi, çalı ve çiçek tarhları;16x16 ölçülerinde, 16 mm damla hattında köşe dönüşü vermek ve hattı kırmadan yön değiştirmek için kullanılan ters kilitli dirsektir.
ARTKED1612;"DAMLAMA TERS KİLİT ERKEK DİRSEK 16X1/2""";Arangül;"16X1/2""";Kaplin;8,64;damla ters kilit erkek dirsek;"16 mm damla borudan 1/2"" dişli ekipmana 90° dönüşlü bağlantı için kullanılır.";damla sulama, sera, meyve fidanlığı, peyzaj damla hatları;"16 mm damla boruyu 1/2"" dişli vana, manifold veya bağlantı noktasına 90° dirsek yaparak bağlamak için kullanılan ters kilitli erkek dirsektir."
ARTKED1634;"DAMLAMA TERS KİLİT ERKEK DİRSEK 16X3/4""";Arangül;"16X3/4""";Kaplin;8,93;damla ters kilit erkek dirsek;"16 mm damla borudan 3/4"" dişli ekipmana 90° dönüşlü bağlantı için kullanılır.";damla sulama, sera, meyve fidanlığı, peyzaj damla hatları;"16 mm damla boruyu 3/4"" dişli vana veya kolektöre 90° dirsek ile bağlamak için kullanılan ters kilitli erkek dirsektir."
ARTKED2012;DAMLAMA TERS KİLİT ERKEK DİRSEK 20X1/2;Arangül;20X1/2;Kaplin;12,24;damla ters kilit erkek dirsek;"20 mm damla/dağıtım borusundan 1/2"" dişli ekipmana 90° dönüşlü bağlantı için kullanılır.";damla sulama, sera, meyve bahçesi, çalı ve çiçek tarhları;"20 mm damla veya dağıtım borusunu 1/2"" dişli ekipmana 90° dirsek yaparak bağlamak için kullanılan ters kilitli erkek dirsektir."
ARTKED2034;"DAMLAMA TERS KİLİT ERKEK DİRSEK 20X3/4""";Arangül;"20X3/4""";Kaplin;12,24;damla ters kilit erkek dirsek;"20 mm damla/dağıtım borusundan 3/4"" dişli ekipmana 90° dönüşlü bağlantı için kullanılır.";damla sulama, sera, meyve bahçesi, peyzaj damla hatları;"20 mm damla veya dağıtım borusunu 3/4"" dişli vana veya kolektöre 90° dirsek ile bağlamak için kullanılan ters kilitli erkek dirsektir."
ARTKEV1612;DAMLAMA TERS KİLİT ERKEK MİNİ VANA 16x1/2;Arangül;16x1/2;Kaplin;20,88;damla ters kilit erkek mini vana;"16 mm damla borudan 1/2"" dişli çıkışa sahip mini vana olarak kullanılır.";damla sulama, sera, meyve fidanlığı, peyzaj damla hatları;"16 mm damla hattına ters kilitli bağlanıp 1/2"" erkek diş üzerinden çıkış veren, hattı elle açıp kapatmaya yarayan mini vanadır."
ARTKEN1612;DAMLAMA TERS KİLİT ERKEK NİPEL 16X1/2;Arangül;16X1/2;Kaplin;5,59;damla ters kilit erkek nipel;"16 mm damla borudan 1/2"" dişli ekipmana düz bağlantı için kullanılır.";damla sulama, sera, meyve fidanlığı, çalı ve çiçek tarhları;"16 mm damla boruyu 1/2"" dişli vana, filtere veya manifold girişine düz olarak bağlamak için kullanılan ters kilitli erkek nipeldir."
ARTKK16;DAMLAMA TERS KİLİT KÖRTAPA 16;Arangül;16mm;Kaplin;5,30;damla ters kilit kör tapa;16 mm damla hattının sonunu kapatmak için kullanılır.;damla sulama, sera, meyve bahçesi, çalı ve çiçek tarhları;16 mm damla sulama borusunun uç kısmını kapatarak hattı sonlandırmak ve su sızıntısını önlemek için kullanılan ters kilitli kör tapadır.
ARTKK20;DAMLAMA TERS KİLİT KÖRTAPA 20;Arangül;20mm;Kaplin;6,12;damla ters kilit kör tapa;20 mm damla/dağıtım hattının sonunu kapatmak için kullanılır.;damla sulama, sera, meyve bahçesi, çalı ve çiçek tarhları;20 mm damla veya dağıtım borusunun uç kısmını kapatarak hattı sonlandırmak ve su sızıntısını önlemek için kullanılan ters kilitli kör tapadır.
ARTKV1616;DAMLAMA TERS KİLİT MİNİ VANA 16X16;Arangül;16X16;Kaplin;21,60;damla ters kilit mini vana;16 mm damla boruları arasında hat üzerinde debiyi elle açıp kapatmak için kullanılır.;damla sulama, sera, meyve fidanlığı, çalı ve çiçek tarhları, saksı sulama;"16x16 ölçülerinde, iki 16 mm damla hattı arasında debiyi kontrol etmeye yarayan ters kilitli mini vanadır; hat bölme veya kapama işlemlerinde kullanılır."
ARTKN1616;DAMLAMA TERS KİLİT NİPEL 16X16;Arangül;16X16;Kaplin;5,06;damla ters kilit nipel;16 mm damla boruları arasında düz bağlantı yapmak için kullanılır.;damla sulama, sera, meyve bahçesi, çalı ve çiçek tarhları;İki adet 16 mm damla sulama borusunu uç uca birleştirmek veya kısa tamirat yapmak için kullanılan ters kilitli birleştirme nipelidir.
ARTKN2020;DAMLAMA TERS KİLİT NİPEL 20X20;Arangül;20X20;Kaplin;7,00;damla ters kilit nipel;20 mm damla/dağıtım boruları arasında düz bağlantı yapmak için kullanılır.;damla sulama, sera, meyve bahçesi, çalı ve çiçek tarhları;İki adet 20 mm damla veya dağıtım borusunu uç uca birleştirmek veya hasarlı kısmı kesip devam ettirmek için kullanılan ters kilitli birleştirme nipelidir.
ARTKT1616;DAMLAMA TERS KİLİT TE 16X16X16;Arangül;16X16X16;Kaplin;11,52;damla ters kilit T bağlantı;16 mm damla borudan iki kola branşman almak için kullanılır.;damla sulama, sera, meyve bahçesi, çalı ve çiçek tarhları;16x16x16 ölçülerinde, 16 mm damla hattından iki yöne daha branşman çıkararak T şeklinde bağlantı yapmaya yarayan ters kilitli T parçadır.
ARTKT2020;DAMLAMA TERS KİLİT TE 20X20X20;Arangül;20X20X20;Kaplin;22,46;damla ters kilit T bağlantı;20 mm damla/dağıtım borusundan iki kola branşman almak için kullanılır.;damla sulama, sera, meyve bahçesi, çalı ve çiçek tarhları;20x20x20 ölçülerinde, 20 mm damla veya dağıtım hattından iki yöne daha çıkış almak için kullanılan ters kilitli T bağlantı parçasıdır.
ARUKDS110;KAPLİN DİRSEK 110X110;Arangül; 110X110;Kaplin;924,22;PE boru dirsek kaplin;110 mm PE boru hattında 90° dönüş yapmak için kullanılır.;tarla sulama, büyük peyzaj sulaması, endüstriyel sulama sistemleri;"110x110 ölçülerinde, 110 mm PE ana hattı 90° açıyla döndürmek için kullanılan geçmeli dirsek kaplindir; ana hat yön değiştirmelerinde kullanılır."
ARUKDS20;KAPLİN DİRSEK 20X20;Arangül; 20X20;Kaplin;31,53;PE boru dirsek kaplin;20 mm PE boru hattında 90° dönüş yapmak için kullanılır.;çim sulama lateralleri, damla sulama, hobi bahçesi, peyzaj;20x20 ölçülerinde, 20 mm PE boruyu kırmadan köşe dönüşü vermek için kullanılan geçmeli dirsek kaplindir.
ARUKDS25;KAPLİN DİRSEK 25X25;Arangül; 25X25;Kaplin;40,80;PE boru dirsek kaplin;25 mm PE boru hattında 90° dönüş yapmak için kullanılır.;çim sulama, damla sulama, peyzaj ve hobi bahçeleri;25x25 ölçülerinde, 25 mm PE boru hattına 90° dönüş vererek yön değiştirmek için kullanılan geçmeli dirsek kaplindir.
ARUKDS32;KAPLİN DİRSEK 32X32;Arangül; 32X32;Kaplin;41,12;PE boru dirsek kaplin;32 mm PE boru hattında 90° dönüş yapmak için kullanılır.;çim sulama, damla sulama, tarla sulama, peyzaj bahçesi;32x32 ölçülerinde, 32 mm PE boruyu 90° açıyla döndürerek hat yönünü değiştirmek için kullanılan geçmeli dirsek kaplindir.
ARUKDS40;KAPLİN DİRSEK 40X40;Arangül; 40X40;Kaplin;92,72;PE boru dirsek kaplin;40 mm PE boru hattında 90° dönüş yapmak için kullanılır.;çim sulama, tarla sulama, peyzaj ve endüstriyel sulama;40x40 ölçülerinde, 40 mm PE boru hattına köşe dönüşü vermek ve yön değiştirmek için kullanılan geçmeli dirsek kaplindir.
ARUKDS50;KAPLİN DİRSEK 50X50;Arangül; 50X50;Kaplin;144,96;PE boru dirsek kaplin;50 mm PE boru hattında 90° dönüş yapmak için kullanılır.;tarla sulama, peyzaj, endüstriyel sulama sistemleri;50x50 ölçülerinde, 50 mm PE boruyu 90° açıyla döndürerek ana hat yönünü değiştirmek için kullanılan geçmeli dirsek kaplindir.
ARUKDS63;KAPLİN DİRSEK 63X63;Arangül; 63X63;Kaplin;160,39;PE boru dirsek kaplin;63 mm PE boru hattında 90° dönüş yapmak için kullanılır.;tarla sulama, geniş peyzaj alanları, endüstriyel sulama;63x63 ölçülerinde, 63 mm PE boru hattına 90° dönüş vererek büyük çaplı ana hatlarda yön değiştirmek için kullanılan geçmeli dirsek kaplindir.
ARUKDS75;KAPLİN DİRSEK 75x75;Arangül; 75x75;Kaplin;393,26;PE boru dirsek kaplin;75 mm PE boru hattında 90° dönüş yapmak için kullanılır.;tarla sulama, büyük peyzaj sulaması, endüstriyel sulama sistemleri;75x75 ölçülerinde, 75 mm PE ana hattı 90° açıyla döndürmek için kullanılan, yüksek debili hatlarda yön değişimi sağlayan geçmeli dirsek kaplindir.
ARUKDS90;KAPLİN DİRSEK 90X90;Arangül; 90X90;Kaplin;449,04;PE boru dirsek kaplin;90 mm PE boru hattında 90° dönüş yapmak için kullanılır.;tarla sulama, büyük peyzaj alanları, endüstriyel sulama sistemleri;90x90 ölçülerinde, 90 mm PE ana boruya 90° dönüş vererek hattın yönünü değiştirmek için kullanılan geçmeli dirsek kaplindir.
ARUKD1104;"KAPLİN DİŞİ 110x4""";Arangül;" 110x4""";Kaplin;490,10;boru–dişli adaptör kaplin (dişi);"110 mm PE borudan 4"" dişli vana veya ekipmana düz bağlantı için kullanılır.";tarla sulama, büyük peyzaj alanları, endüstriyel sulama sistemleri;"110x4"" ölçülerinde, 110 mm PE ana hattı 4"" dişli vana, filtre veya kolektör gibi ekipmanlara doğrudan bağlamak için kullanılan dişli adaptör kaplindir."
ARUKD2012;"KAPLİN DİŞİ 20X1/2""";Arangül;" 20X1/2""";Kaplin;15,90;boru–dişli adaptör kaplin (dişi);"20 mm PE borudan 1/2"" dişli vana veya ekipmana düz bağlantı için kullanılır.";çim sulama lateralleri, damla sulama, hobi ve peyzaj bahçeleri;"20x1/2"" ölçülerinde, 20 mm PE boru hattını 1/2"" dişli vana, filtre veya ekipmana bağlamak için kullanılan dişli adaptör kaplindir."
ARUKD2534;"KAPLİN DİŞİ 25X3/4""";Arangül;" 25X3/4""";Kaplin;21,19;boru–dişli adaptör kaplin (dişi);"25 mm PE borudan 3/4"" dişli vana veya ekipmana düz bağlantı için kullanılır.";çim sulama, damla sulama, peyzaj ve hobi bahçeleri;"25x3/4"" ölçülerinde, 25 mm PE boru hattını 3/4"" dişli vana, filtre veya kolektöre bağlamak için kullanılan dişli adaptör kaplindir."
ARUKD321;"KAPLİN DİŞİ 32X1""";Arangül;" 32X1""";Kaplin;22,01;boru–dişli adaptör kaplin (dişi);"32 mm PE borudan 1"" dişli vana veya ekipmana düz bağlantı için kullanılır.";çim sulama, damla sulama, tarla sulama, peyzaj bahçesi;"32x1"" ölçülerinde, 32 mm PE boru hattını 1"" dişli vana, filtre veya kolektör çıkışına bağlamak için kullanılan dişli adaptör kaplindir."
ARUKD40114;"KAPLİN DİŞİ 40X1 1/4""";Arangül;" 40X1 1/4""";Kaplin;43,72;boru–dişli adaptör kaplin (dişi);"40 mm PE borudan 1 1/4"" dişli vana veya ekipmana düz bağlantı için kullanılır.";çim sulama ana hatları, tarla sulama, peyzaj ve endüstriyel sulama;"40x1 1/4"" ölçülerinde, 40 mm PE boru hattını 1 1/4"" dişli vana veya ekipmana bağlamak için kullanılan dişli adaptör kaplindir."
ARUKD50112;"KAPLİN DİŞİ 50X1 1/2""";Arangül;" 50X1 1/2""";Kaplin;71,53;boru–dişli adaptör kaplin (dişi);"50 mm PE borudan 1 1/2"" dişli vana veya ekipmana düz bağlantı için kullanılır.";tarla sulama, peyzaj sulaması, endüstriyel sulama sistemleri;"50x1 1/2"" ölçülerinde, 50 mm PE boru hattını 1 1/2"" dişli vana, filtre veya kolektöre bağlamak için kullanılan dişli adaptör kaplindir."
ARUKD632;"KAPLİN DİŞİ 63X2""";Arangül;" 63X2""";Kaplin;88,74;boru–dişli adaptör kaplin (dişi);"63 mm PE borudan 2"" dişli vana veya ekipmana düz bağlantı için kullanılır.";tarla sulama, büyük peyzaj alanları, endüstriyel sulama;"63x2"" ölçülerinde, 63 mm PE ana hattı 2"" dişli vana veya filtreye bağlamak için kullanılan dişli adaptör kaplindir."
ARUKD75212;"KAPLİN DİŞİ 75x2 1/2""";Arangül;" 75x2 1/2""";Kaplin;193,39;boru–dişli adaptör kaplin (dişi);"75 mm PE borudan 2 1/2"" dişli vana veya ekipmana düz bağlantı için kullanılır.";tarla sulama ana hatları, büyük peyzaj, endüstriyel sulama;"75x2 1/2"" ölçülerinde, 75 mm PE ana hattı 2 1/2"" dişli vana, filtre veya kolektöre bağlamak için kullanılan dişli adaptör kaplindir."
ARUKD903;"KAPLİN DİŞİ 90x3""";Arangül;" 90x3""";Kaplin;226,51;boru–dişli adaptör kaplin (dişi);"90 mm PE borudan 3"" dişli vana veya ekipmana düz bağlantı için kullanılır.";tarla sulama, büyük peyzaj alanları, endüstriyel sulama sistemleri;"90x3"" ölçülerinde, 90 mm PE ana hattı 3"" dişli vana, filtre veya kolektör gibi ekipmanlara bağlamak için kullanılan dişli adaptör kaplindir."
ARUKDD1104;"KAPLİN DİŞİ DİRSEK 110x4""";Arangül;" 110x4""";Kaplin;688,79;boru–dişli dirsek kaplin (dişi);"110 mm PE borudan 4"" dişli ekipmana 90° dönüşlü bağlantı için kullanılır.";tarla sulama, büyük peyzaj, endüstriyel sulama sistemleri;"110x4"" ölçülerinde, 110 mm PE ana hattı 4"" dişli ekipmana 90° dirsek yaparak bağlamak için kullanılan dişli dirsek kaplindir."
ARUKDD2012;"KAPLİN DİŞİ DİRSEK 20X1/2""";Arangül;" 20X1/2""";Kaplin;14,71;boru–dişli dirsek kaplin (dişi);"20 mm PE borudan 1/2"" dişli ekipmana 90° dönüşlü bağlantı için kullanılır.";çim sulama lateralleri, damla sulama, hobi ve peyzaj bahçeleri;"20x1/2"" ölçülerinde, 20 mm PE boru hattını 1/2"" dişli vana veya ekipmana 90° dirsek ile bağlamak için kullanılan dişli dirsek kaplindir."
ARUKDD2534;"KAPLİN DİŞİ DİRSEK 25X3/4""";Arangül;" 25X3/4""";Kaplin;30,76;boru–dişli dirsek kaplin (dişi);"25 mm PE borudan 3/4"" dişli ekipmana 90° dönüşlü bağlantı için kullanılır.";çim sulama, damla sulama, peyzaj ve hobi bahçeleri;"25x3/4"" ölçülerinde, 25 mm PE boruyu 3/4"" dişli vana veya ekipmana 90° dirsek yaparak bağlamak için kullanılan dişli dirsek kaplindir."
ARUKDD321;"KAPLİN DİŞİ DİRSEK 32X1""";Arangül;" 32X1""";Kaplin;31,80;boru–dişli dirsek kaplin (dişi);"32 mm PE borudan 1"" dişli ekipmana 90° dönüşlü bağlantı için kullanılır.";çim sulama, damla sulama, tarla sulama, peyzaj bahçesi;"32x1"" ölçülerinde, 32 mm PE boruyu 1"" dişli vana veya ekipmana 90° dirsek ile bağlamak için kullanılan dişli dirsek kaplindir."
ARUKDD40114;"KAPLİN DİŞİ DİRSEK 40X1 1/4""";Arangül;" 40X1 1/4""";Kaplin;69,95;boru–dişli dirsek kaplin (dişi);"40 mm PE borudan 1 1/4"" dişli ekipmana 90° dönüşlü bağlantı için kullanılır.";çim sulama ana hatları, tarla sulama, peyzaj ve endüstriyel sulama;"40x1 1/4"" ölçülerinde, 40 mm PE boru hattını 1 1/4"" dişli vana veya ekipmana 90° dirsek yaparak bağlamak için kullanılan dişli dirsek kaplindir."
ARUKDD50112;"KAPLİN DİŞİ DİRSEK 50X1 1/2""";Arangül;" 50X1 1/2""";Kaplin;108,61;boru–dişli dirsek kaplin (dişi);"50 mm PE borudan 1 1/2"" dişli ekipmana 90° dönüşlü bağlantı için kullanılır.";tarla sulama, peyzaj, endüstriyel sulama sistemleri;"50x1 1/2"" ölçülerinde, 50 mm PE boru hattını 1 1/2"" dişli vana veya filtreye 90° dirsek ile bağlamak için kullanılan dişli dirsek kaplindir."
ARUKDD632;"KAPLİN DİŞİ DİRSEK 63X2""";Arangül;" 63X2""";Kaplin;129,29;boru–dişli dirsek kaplin (dişi);"63 mm PE borudan 2"" dişli ekipmana 90° dönüşlü bağlantı için kullanılır.";tarla sulama, büyük peyzaj alanları, endüstriyel sulama;"63x2"" ölçülerinde, 63 mm PE ana hattı 2"" dişli vana veya ekipmana 90° dirsek yaparak bağlamak için kullanılan dişli dirsek kaplindir."
ARUKDD75212;"KAPLİN DİŞİ DİRSEK 75x2 1/2""";Arangül;" 75x2 1/2""";Kaplin;294,06;boru–dişli dirsek kaplin (dişi);"75 mm PE borudan 2 1/2"" dişli ekipmana 90° dönüşlü bağlantı için kullanılır.";tarla sulama ana hatları, büyük peyzaj, endüstriyel sulama;"75x2 1/2"" ölçülerinde, 75 mm PE ana hattı 2 1/2"" dişli vana veya filtreye 90° dirsek ile bağlamak için kullanılan dişli dirsek kaplindir."
ARUKDD903;"KAPLİN DİŞİ DİRSEK 90x3""";Arangül;" 90x3""";Kaplin;364,55;boru–dişli dirsek kaplin (dişi);"90 mm PE borudan 3"" dişli ekipmana 90° dönüşlü bağlantı için kullanılır.";tarla sulama, büyük peyzaj alanları, endüstriyel sulama sistemleri;"90x3"" ölçülerinde, 90 mm PE ana hattı 3"" dişli vana veya ekipmana 90° dirsek yaparak bağlamak için kullanılan dişli dirsek kaplindir."
ARUKDT1104;KAPLİN DİŞİ TE 110x4x110;Arangül; 110x4x110;Kaplin;1027,87;boru–dişli T kaplin (dişi);"110 mm PE ana hat üzerinde 4"" dişli ekipman için T şeklinde branşman almakta kullanılır.";tarla sulama, büyük peyzaj, endüstriyel sulama sistemleri;"110x4x110 ölçülerinde, 110 mm PE ana hatta seri devam ederken gövdeden 4"" dişli vana, filtre veya ekipman branşmanı almak için kullanılan dişli T kaplindir."
ARUKDT2012;"KAPLİN DİŞİ TE 20X1/2""X20";Arangül;" 20X1/2""X20";Kaplin;37,09;boru–dişli T kaplin (dişi);"20 mm PE boru hattı üzerinde 1/2"" dişli ekipmana T şeklinde branşman almak için kullanılır.";çim sulama lateralleri, damla sulama, hobi ve peyzaj bahçeleri;"20x1/2""x20 ölçülerinde, 20 mm PE boru hattından 1/2"" dişli vana veya ekipmana yan branşman çıkışı vermek için kullanılan dişli T kaplindir."
ARUKDT2534;"KAPLİN DİŞİ TE 25X3/4""X25";Arangül;" 25X3/4""X25";Kaplin;48,96;boru–dişli T kaplin (dişi);"25 mm PE boru hattı üzerinde 3/4"" dişli ekipmana T şeklinde branşman almak için kullanılır.";çim sulama, damla sulama, peyzaj ve hobi bahçeleri;"25x3/4""x25 ölçülerinde, 25 mm PE boru hattından 3/4"" dişli vana, filtre veya ekipmana yan çıkış almak için kullanılan dişli T kaplindir."
ARUKDT321;"KAPLİN DİŞİ TE 32X1""X32";Arangül;" 32X1""X32";Kaplin;68,62;boru–dişli T kaplin (dişi);"32 mm PE boru hattı üzerinde 1"" dişli ekipmana T şeklinde branşman almak için kullanılır.";çim sulama, damla sulama, tarla sulama, peyzaj bahçesi;"32x1""x32 ölçülerinde, 32 mm PE boru hattından 1"" dişli vana veya kolektöre yan branşman oluşturmak için kullanılan dişli T kaplindir."
ARUKDT40114;"KAPLİN DİŞİ TE 40X1 1/4""X40";Arangül;" 40X1 1/4""X40";Kaplin;104,65;boru–dişli T kaplin (dişi);"40 mm PE boru hattı üzerinde 1 1/4"" dişli ekipmana T şeklinde branşman almak için kullanılır.";çim sulama ana hatları, tarla sulama, peyzaj ve endüstriyel sulama;"40x1 1/4""x40 ölçülerinde, 40 mm PE boru hattından 1 1/4"" dişli vana veya ekipmana yan çıkış almak için kullanılan dişli T kaplindir."
